36.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,NONE;WAVE,INFO;WORKFLOW,FINER
15:44:34.0 (5668349)|STATEMENT_EXECUTE|[20]
15:44:34.0 (5670696)|HEAP_ALLOCATE|[20]|Bytes:34
15:44:34.0 (5688165)|SYSTEM_METHOD_ENTRY|[20]|String.valueOf(Object)
15:44:34.0 (5958431)|HEAP_ALLOCATE|[20]|Bytes:968
15:44:34.0 (5975893)|SYSTEM_METHOD_EXIT|[20]|String.valueOf(Object)
15:44:34.0 (5984262)|HEAP_ALLOCATE|[20]|Bytes:1002
15:44:34.0 (5993018)|SYSTEM_METHOD_ENTRY|[20]|System.debug(ANY)
15:44:34.0 (5997311)|USER_DEBUG|[20]|DEBUG|Opps To Create Contracts - Insert (Opportunity:{Id=0061I000005MykzQAC, IsDeleted=false, AccountId=0011I000007E0EyQAK, IsPrivate=false, Name=Insert Test, Description=null, StageName=Closed Won, Amount=null, Probability=100, ExpectedRevenue=null, TotalOpportunityQuantity=null, CloseDate=2017-12-12 00:00:00, Type=null, NextStep=null, LeadSource=null, IsClosed=true, IsWon=true, ForecastCategory=Closed, ForecastCategoryName=Closed, CampaignId=null, HasOpportunityLineItem=false, Pricebook2Id=null, OwnerId=0051I000000zlxUQAQ, CreatedDate=2017-12-12 23:44:34, CreatedById=0051I000000zlxUQAQ, LastModifiedDate=2017-12-12 23:44:34, LastModifiedById=0051I000000zlxUQAQ, SystemModstamp=2017-12-12 23:44:34, LastActivityDate=null, FiscalYear=null, FiscalQuarter=null, LastViewedDate=null, LastReferencedDate=null, ContractId=null, HasOpenActivity=false, HasOverdueTask=false, DeliveryInstallationStatus__c=null, TrackingNumber__c=null, OrderNumber__c=null, CurrentGenerators__c=null, MainCompetitors__c=null})
15:44:34.0 (6014373)|SYSTEM_METHOD_EXIT|[20]|System.debug(ANY)
15:44:34.0 (6018498)|STATEMENT_EXECUTE|[21]
15:44:34.0 (6027966)|METHOD_ENTRY|[21]|01p1I00000FV94A|OpportunityTriggerHelper.createContracts(List<Opportunity>)
15:44:34.0 (6046705)|VARIABLE_SCOPE_BEGIN|[44]|validOpportunities|List<Opportunity>|true|false
15:44:34.0 (6293717)|VARIABLE_ASSIGNMENT|[44]|validOpportunities|[{"LastModifiedDate":"2017-12-12T23:44:34.000Z","IsDeleted":false,"AccountId":"0011I000007E0EyQAK","HasOpportunityLineIt (2 more) ...":false,"StageName":"Closed Won","Probability":100,"ForecastCategory":"Closed","IsClosed":true,"CloseDate":"2017-12-12T00:00:00.000Z","Name":"Insert Test","SystemModstamp":"2017-12-12T23:44:34.000Z","HasOpenActivity":false,"CreatedById":"0051I000000zlxUQAQ","OwnerId":"0051I000000zlxUQAQ","IsWon":true,"CreatedDate":"2017-12-12T23:44:34.000Z","HasOverdueTask":false,"Id":"0061I000005MykzQAC","ForecastCategoryName":"Closed","IsPrivate":false,"LastModifiedById":"0051I000000zlxUQAQ"}]|0x27e356a0
15:44:34.0 (6315919)|HEAP_ALLOCATE|[46]|Bytes:5
15:44:34.0 (6320394)|STATEMENT_EXECUTE|[44]
15:44:34.0 (6321416)|STATEMENT_EXECUTE|[46]
15:44:34.0 (6360092)|HEAP_ALLOCATE|[46]|Bytes:4
15:44:34.0 (6383400)|SYSTEM_CONSTRUCTOR_ENTRY|[46]|<init>()
15:44:34.0 (6397363)|SYSTEM_CONSTRUCTOR_EXIT|[46]|<init>()
15:44:34.0 (6401858)|VARIABLE_SCOPE_BEGIN|[46]|contractsToInsert|List<Contract>|true|false
15:44:34.0 (6414092)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:44:34.0 (6420488)|VARIABLE_ASSIGNMENT|[46]|contractsToInsert|[]|0x408431cb
15:44:34.0 (6430548)|SYSTEM_METHOD_ENTRY|[48]|List<Opportunity>.iterator()
15:44:34.0 (6444207)|SYSTEM_METHOD_EXIT|[48]|List<Opportunity>.iterator()
15:44:34.0 (6451124)|SYSTEM_METHOD_ENTRY|[48]|system.ListIterator.hasNext()
15:44:34.0 (6458817)|HEAP_ALLOCATE|[48]|Bytes:5
15:44:34.0 (6464228)|SYSTEM_METHOD_EXIT|[48]|system.ListIterator.hasNext()
15:44:34.0 (6475545)|VARIABLE_SCOPE_BEGIN|[48]|opp|Opportunity|true|false
15:44:34.0 (6721870)|VARIABLE_ASSIGNMENT|[48]|opp|{"LastModifiedDate":"2017-12-12T23:44:34.000Z","IsDeleted":false,"AccountId":"0011I000007E0EyQAK","HasOpportunityLineIt (2 more) ...":false,"StageName":"Closed Won","Probability":100,"ForecastCategory":"Closed","IsClosed":true,"CloseDate":"2017-12-12T00:00:00.000Z","Name":"Insert Test","SystemModstamp":"2017-12-12T23:44:34.000Z","HasOpenActivity":false,"CreatedById":"0051I000000zlxUQAQ","OwnerId":"0051I000000zlxUQAQ","IsWon":true,"CreatedDate":"2017-12-12T23:44:34.000Z","HasOverdueTask":false,"Id":"0061I000005MykzQAC","ForecastCategoryName":"Closed","IsPrivate":false,"LastModifiedById":"0051I000000zlxUQAQ"}|0x6f3a4fd2
15:44:34.0 (6735945)|STATEMENT_EXECUTE|[48]
15:44:34.0 (6737137)|STATEMENT_EXECUTE|[49]
15:44:34.0 (6754652)|HEAP_ALLOCATE|[49]|Bytes:4
15:44:34.0 (6838410)|VARIABLE_SCOPE_BEGIN|[49]|contract|Contract|true|false
15:44:34.0 (6850715)|VARIABLE_ASSIGNMENT|[49]|contract|{}|0x7d7da2d6
15:44:34.0 (6855997)|STATEMENT_EXECUTE|[51]
15:44:34.0 (7417742)|VARIABLE_ASSIGNMENT|[51]|this.AccountId|"0011I000007E0EyQAK"|0x7d7da2d6
15:44:34.0 (7426937)|STATEMENT_EXECUTE|[52]
15:44:34.0 (7439164)|SYSTEM_METHOD_ENTRY|[52]|System.today()
15:44:34.0 (7461871)|HEAP_ALLOCATE|[52]|Bytes:4
15:44:34.0 (7469182)|SYSTEM_METHOD_EXIT|[52]|System.today()
15:44:34.0 (7506777)|VARIABLE_ASSIGNMENT|[52]|this.StartDate|"2017-12-12T00:00:00.000Z"|0x7d7da2d6
15:44:34.0 (7512771)|STATEMENT_EXECUTE|[53]
15:44:34.0 (7533821)|VARIABLE_ASSIGNMENT|[53]|this.ContractTerm|12|0x7d7da2d6
15:44:34.0 (7540019)|STATEMENT_EXECUTE|[55]
15:44:34.0 (7558297)|SYSTEM_METHOD_ENTRY|[55]|List<Contract>.add(Object)
15:44:34.0 (7572994)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:44:34.0 (7582093)|SYSTEM_METHOD_EXIT|[55]|List<Contract>.add(Object)
15:44:34.0 (7589973)|SYSTEM_METHOD_ENTRY|[48]|system.ListIterator.hasNext()
15:44:34.0 (7597470)|HEAP_ALLOCATE|[48]|Bytes:5
15:44:34.0 (7603670)|SYSTEM_METHOD_EXIT|[48]|system.ListIterator.hasNext()
15:44:34.0 (7612015)|VARIABLE_ASSIGNMENT|[48]|opp|null|
15:44:34.0 (7619539)|SYSTEM_METHOD_ENTRY|[58]|List<Contract>.size()
15:44:34.0 (7630290)|SYSTEM_METHOD_EXIT|[58]|List<Contract>.size()
15:44:34.0 (7635285)|STATEMENT_EXECUTE|[58]
15:44:34.0 (7636274)|STATEMENT_EXECUTE|[59]
15:44:34.0 (7639112)|HEAP_ALLOCATE|[59]|Bytes:20
15:44:34.0 (7655400)|SYSTEM_METHOD_ENTRY|[59]|String.valueOf(Object)
15:44:34.0 (7691311)|HEAP_ALLOCATE|[59]|Bytes:89
15:44:34.0 (7704305)|SYSTEM_METHOD_EXIT|[59]|String.valueOf(Object)
15:44:34.0 (7711876)|HEAP_ALLOCATE|[59]|Bytes:109
15:44:34.0 (7720936)|SYSTEM_METHOD_ENTRY|[59]|System.debug(ANY)
15:44:34.0 (7724953)|USER_DEBUG|[59]|DEBUG|Contracts To Insert (Contract:{AccountId=0011I000007E0EyQAK, StartDate=2017-12-12 00:00:00, ContractTerm=12})
15:44:34.0 (7730881)|SYSTEM_METHOD_EXIT|[59]|System.debug(ANY)
15:44:34.0 (7739526)|METHOD_EXIT|[21]|01p1I00000FV94A|OpportunityTriggerHelper.createContracts(List<Opportunity>)
15:44:34.0 (7747155)|METHOD_EXIT|[4]|01p1I00000FV94A|OpportunityTriggerHelper.insertIsClosedWon(List<Opportunity>)
15:44:34.0 (7752170)|SYSTEM_MODE_EXIT|false
15:44:34.0 (7757692)|METHOD_EXIT|[4]|01p1I00000FV94A|OpportunityTriggerHelper.afterInsert(List<Opportunity>)
15:44:34.7 (7765715)|CUMULATIVE_LIMIT_USAGE
15:44:34.7 (7765715)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 0 out of 100
  Number of query rows: 0 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

15:44:34.7 (7765715)|TOTAL_EMAIL_RECIPIENTS_QUEUED|0
15:44:34.7 (7765715)|STATIC_VARIABLE_LIST|
  char[]:DigitTens:0
  long:serialVersionUID:0
  long:serialVersionUID:0
  double:MAX_VALUE:0
  Boolean:FALSE:0
  String:_sfdcAdditionalCodeLocations:0
  long:serialVersionUID:0
  double:MIN_VALUE:0
  int:SIZE:0
  double:NEGATIVE_INFINITY:0
  int:MAX_VALUE:0
  String:_sfdcSuppressedCodeLocations:0
  char[]:digits:0
  double:NaN:0
  Boolean:TRUE:0
  int:MIN_VALUE:0
  char[]:DigitOnes:0
  int:BYTES:0
  int:MIN_EXPONENT:0
  int[]:sizeTable:0
  int:MAX_EXPONENT:0
  int:SIZE:0
  double:POSITIVE_INFINITY:0
  double:MIN_NORMAL:0
  int:BYTES:0

15:44:34.7 (7765715)|CUMULATIVE_LIMIT_USAGE_END

15:44:34.0 (8815041)|CODE_UNIT_FINISHED|OpportunityTrigger on Opportunity trigger event AfterInsert for [0061I000005Mykz]
15:44:34.0 (9535622)|EXECUTION_FINISHED
15:44:34.42 (42326337)|CUMULATIVE_PROFILING_BEGIN
15:44:34.42 (42326337)|CUMULATIVE_PROFILING|No profiling information for SOQL operations
15:44:34.42 (42326337)|CUMULATIVE_PROFILING|No profiling information for SOSL operations
15:44:34.42 (42326337)|CUMULATIVE_PROFILING|No profiling information for DML operations
15:44:34.42 (42326337)|CUMULATIVE_PROFILING|method invocations|
External entry point: public void invoke(): executed 1 time in 7 ms
Trigger.OpportunityTrigger: line 4, column 1: public static void afterInsert(List<Opportunity>): executed 1 time in 4 ms
Class.OpportunityTriggerHelper.afterInsert: line 4, column 1: public static void insertIsClosedWon(List<Opportunity>): executed 1 time in 3 ms
Class.OpportunityTriggerHelper.insertIsClosedWon: line 21, column 1: public static void createContracts(List<Opportunity>): executed 1 time in 2 ms
Class.OpportunityTriggerHelper.insertIsClosedWon: line 13, column 1: global public System.Iterator iterator(): executed 3 times in 1 ms
Class.OpportunityTriggerHelper.insertIsClosedWon: line 11, column 1: public static String valueOf(Object): executed 2 times in 0 ms
Class.OpportunityTriggerHelper.insertIsClosedWon: line 12, column 1: global public List<Opportunity>(): executed 1 time in 0 ms
Class.OpportunityTriggerHelper.createContracts: line 46, column 1: global public List<Contract>(): executed 1 time in 0 ms
Class.OpportunityTriggerHelper.insertIsClosedWon: line 15, column 1: global public Object add(Object): executed 1 time in 0 ms
Class.OpportunityTriggerHelper.createContracts: line 48, column 1: global public System.Iterator iterator(): executed 3 times in 0 ms
Class.OpportunityTriggerHelper.insertIsClosedWon: line 19, column 1: global public Integer size(): executed 1 time in 0 ms

15:44:34.42 (42326337)|CUMULATIVE_PROFILING_END
