36.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DB,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,NONE;WAVE,INFO;WORKFLOW,FINER
15:49:45.0 (5371125)|VARIABLE_SCOPE_BEGIN|[3]|newOpportunities|List<Opportunity>|true|false
15:49:45.0 (5977013)|VARIABLE_ASSIGNMENT|[3]|newOpportunities|[{"LastModifiedDate":"2017-12-12T23:49:45.000Z","IsDeleted":false,"AccountId":"0011I000007E0EoQAK","HasOpportunityLineIt (2 more) ...":false,"StageName":"Closed Won","Probability":100,"ForecastCategory":"Closed","IsClosed":true,"CloseDate":"2017-12-12T00:00:00.000Z","Name":"Insert Test 2","SystemModstamp":"2017-12-12T23:49:45.000Z","HasOpenActivity":false,"CreatedById":"0051I000000zlxUQAQ","OwnerId":"0051I000000zlxUQAQ","IsWon":true,"CreatedDate":"2017-12-12T23:49:45.000Z","HasOverdueTask":false,"Id":"0061I000005MylEQAS","ForecastCategoryName":"Closed","IsPrivate":false,"LastModifiedById":"0051I000000zlxUQAQ"}]|0x3fc64e0d
15:49:45.0 (6009986)|SYSTEM_MODE_ENTER|false
15:49:45.0 (6017682)|HEAP_ALLOCATE|[4]|Bytes:5
15:49:45.0 (6023075)|STATEMENT_EXECUTE|[3]
15:49:45.0 (6024299)|STATEMENT_EXECUTE|[4]
15:49:45.0 (6040186)|METHOD_ENTRY|[4]|01p1I00000FV94A|OpportunityTriggerHelper.insertIsClosedWon(List<Opportunity>)
15:49:45.0 (6083134)|VARIABLE_SCOPE_BEGIN|[10]|insertedOpportunities|List<Opportunity>|true|false
15:49:45.0 (6349622)|VARIABLE_ASSIGNMENT|[10]|insertedOpportunities|[{"LastModifiedDate":"2017-12-12T23:49:45.000Z","IsDeleted":false,"AccountId":"0011I000007E0EoQAK","HasOpportunityLineIt (2 more) ...":false,"StageName":"Closed Won","Probability":100,"ForecastCategory":"Closed","IsClosed":true,"CloseDate":"2017-12-12T00:00:00.000Z","Name":"Insert Test 2","SystemModstamp":"2017-12-12T23:49:45.000Z","HasOpenActivity":false,"CreatedById":"0051I000000zlxUQAQ","OwnerId":"0051I000000zlxUQAQ","IsWon":true,"CreatedDate":"2017-12-12T23:49:45.000Z","HasOverdueTask":false,"Id":"0061I000005MylEQAS","ForecastCategoryName":"Closed","IsPrivate":false,"LastModifiedById":"0051I000000zlxUQAQ"}]|0x3fc64e0d
15:49:45.0 (6370795)|HEAP_ALLOCATE|[11]|Bytes:5
15:49:45.0 (6375852)|STATEMENT_EXECUTE|[10]
15:49:45.0 (6377031)|STATEMENT_EXECUTE|[11]
15:49:45.0 (6380182)|HEAP_ALLOCATE|[11]|Bytes:23
15:49:45.0 (6418784)|SYSTEM_METHOD_ENTRY|[11]|String.valueOf(Object)
15:49:45.0 (6752896)|HEAP_ALLOCATE|[11]|Bytes:970
15:49:45.0 (6774030)|SYSTEM_METHOD_EXIT|[11]|String.valueOf(Object)
15:49:45.0 (6790006)|HEAP_ALLOCATE|[11]|Bytes:993
15:49:45.0 (6813015)|SYSTEM_METHOD_ENTRY|[11]|System.debug(ANY)
15:49:45.0 (6821945)|USER_DEBUG|[11]|DEBUG|Inserted Opportunities (Opportunity:{Id=0061I000005MylEQAS, IsDeleted=false, AccountId=0011I000007E0EoQAK, IsPrivate=false, Name=Insert Test 2, Description=null, StageName=Closed Won, Amount=null, Probability=100, ExpectedRevenue=null, TotalOpportunityQuantity=null, CloseDate=2017-12-12 00:00:00, Type=null, NextStep=null, LeadSource=null, IsClosed=true, IsWon=true, ForecastCategory=Closed, ForecastCategoryName=Closed, CampaignId=null, HasOpportunityLineItem=false, Pricebook2Id=null, OwnerId=0051I000000zlxUQAQ, CreatedDate=2017-12-12 23:49:45, CreatedById=0051I000000zlxUQAQ, LastModifiedDate=2017-12-12 23:49:45, LastModifiedById=0051I000000zlxUQAQ, SystemModstamp=2017-12-12 23:49:45, LastActivityDate=null, FiscalYear=null, FiscalQuarter=null, LastViewedDate=null, LastReferencedDate=null, ContractId=null, HasOpenActivity=false, HasOverdueTask=false, DeliveryInstallationStatus__c=null, TrackingNumber__c=null, OrderNumber__c=null, CurrentGenerators__c=null, MainCompetitors__c=null})
15:49:45.0 (6840161)|SYSTEM_METHOD_EXIT|[11]|System.debug(ANY)
15:49:45.0 (6844595)|STATEMENT_EXECUTE|[12]
15:49:45.0 (6865457)|HEAP_ALLOCATE|[12]|Bytes:4
15:49:45.0 (6899433)|SYSTEM_CONSTRUCTOR_ENTRY|[12]|<init>()
15:49:45.0 (6918365)|SYSTEM_CONSTRUCTOR_EXIT|[12]|<init>()
15:49:45.0 (6923561)|VARIABLE_SCOPE_BEGIN|[12]|oppsToCreateContracts|List<Opportunity>|true|false
15:49:45.0 (6936657)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:49:45.0 (6944405)|VARIABLE_ASSIGNMENT|[12]|oppsToCreateContracts|[]|0x7c999194
15:49:45.0 (6956044)|SYSTEM_METHOD_ENTRY|[13]|List<Opportunity>.iterator()
15:49:45.0 (7098938)|SYSTEM_METHOD_EXIT|[13]|List<Opportunity>.iterator()
15:49:45.0 (7117293)|SYSTEM_METHOD_ENTRY|[13]|system.ListIterator.hasNext()
15:49:45.0 (7127019)|HEAP_ALLOCATE|[13]|Bytes:5
15:49:45.0 (7133454)|SYSTEM_METHOD_EXIT|[13]|system.ListIterator.hasNext()
15:49:45.0 (7148790)|VARIABLE_SCOPE_BEGIN|[13]|opp|Opportunity|true|false
15:49:45.0 (7433225)|VARIABLE_ASSIGNMENT|[13]|opp|{"LastModifiedDate":"2017-12-12T23:49:45.000Z","IsDeleted":false,"AccountId":"0011I000007E0EoQAK","HasOpportunityLineIt (2 more) ...":false,"StageName":"Closed Won","Probability":100,"ForecastCategory":"Closed","IsClosed":true,"CloseDate":"2017-12-12T00:00:00.000Z","Name":"Insert Test 2","SystemModstamp":"2017-12-12T23:49:45.000Z","HasOpenActivity":false,"CreatedById":"0051I000000zlxUQAQ","OwnerId":"0051I000000zlxUQAQ","IsWon":true,"CreatedDate":"2017-12-12T23:49:45.000Z","HasOverdueTask":false,"Id":"0061I000005MylEQAS","ForecastCategoryName":"Closed","IsPrivate":false,"LastModifiedById":"0051I000000zlxUQAQ"}|0x5190b4c0
15:49:45.0 (7448193)|STATEMENT_EXECUTE|[13]
15:49:45.0 (7465382)|HEAP_ALLOCATE|[14]|Bytes:10
15:49:45.0 (7488109)|STATEMENT_EXECUTE|[14]
15:49:45.0 (7489400)|STATEMENT_EXECUTE|[15]
15:49:45.0 (7505015)|SYSTEM_METHOD_ENTRY|[15]|List<Opportunity>.add(Object)
15:49:45.0 (7523109)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:49:45.0 (7536727)|SYSTEM_METHOD_EXIT|[15]|List<Opportunity>.add(Object)
15:49:45.0 (7544568)|SYSTEM_METHOD_ENTRY|[13]|system.ListIterator.hasNext()
15:49:45.0 (7552166)|HEAP_ALLOCATE|[13]|Bytes:5
15:49:45.0 (7557599)|SYSTEM_METHOD_EXIT|[13]|system.ListIterator.hasNext()
15:49:45.0 (7566223)|VARIABLE_ASSIGNMENT|[13]|opp|null|
15:49:45.0 (7574685)|SYSTEM_METHOD_ENTRY|[19]|List<Opportunity>.size()
15:49:45.0 (7586299)|SYSTEM_METHOD_EXIT|[19]|List<Opportunity>.size()
15:49:45.0 (7591852)|STATEMENT_EXECUTE|[19]
15:49:45.0 (7592864)|STATEMENT_EXECUTE|[20]
15:49:45.0 (7595616)|HEAP_ALLOCATE|[20]|Bytes:34
15:49:45.0 (7612553)|SYSTEM_METHOD_ENTRY|[20]|String.valueOf(Object)
15:49:45.0 (7894829)|HEAP_ALLOCATE|[20]|Bytes:970
15:49:45.0 (7912747)|SYSTEM_METHOD_EXIT|[20]|String.valueOf(Object)
15:49:45.0 (7921546)|HEAP_ALLOCATE|[20]|Bytes:1004
15:49:45.0 (7931182)|SYSTEM_METHOD_ENTRY|[20]|System.debug(ANY)
15:49:45.0 (7935490)|USER_DEBUG|[20]|DEBUG|Opps To Create Contracts - Insert (Opportunity:{Id=0061I000005MylEQAS, IsDeleted=false, AccountId=0011I000007E0EoQAK, IsPrivate=false, Name=Insert Test 2, Description=null, StageName=Closed Won, Amount=null, Probability=100, ExpectedRevenue=null, TotalOpportunityQuantity=null, CloseDate=2017-12-12 00:00:00, Type=null, NextStep=null, LeadSource=null, IsClosed=true, IsWon=true, ForecastCategory=Closed, ForecastCategoryName=Closed, CampaignId=null, HasOpportunityLineItem=false, Pricebook2Id=null, OwnerId=0051I000000zlxUQAQ, CreatedDate=2017-12-12 23:49:45, CreatedById=0051I000000zlxUQAQ, LastModifiedDate=2017-12-12 23:49:45, LastModifiedById=0051I000000zlxUQAQ, SystemModstamp=2017-12-12 23:49:45, LastActivityDate=null, FiscalYear=null, FiscalQuarter=null, LastViewedDate=null, LastReferencedDate=null, ContractId=null, HasOpenActivity=false, HasOverdueTask=false, DeliveryInstallationStatus__c=null, TrackingNumber__c=null, OrderNumber__c=null, CurrentGenerators__c=null, MainCompetitors__c=null})
15:49:45.0 (7952133)|SYSTEM_METHOD_EXIT|[20]|System.debug(ANY)
15:49:45.0 (7955305)|STATEMENT_EXECUTE|[21]
15:49:45.0 (7964338)|METHOD_ENTRY|[21]|01p1I00000FV94A|OpportunityTriggerHelper.createContracts(List<Opportunity>)
15:49:45.0 (7983193)|VARIABLE_SCOPE_BEGIN|[44]|validOpportunities|List<Opportunity>|true|false
15:49:45.0 (8255694)|VARIABLE_ASSIGNMENT|[44]|validOpportunities|[{"LastModifiedDate":"2017-12-12T23:49:45.000Z","IsDeleted":false,"AccountId":"0011I000007E0EoQAK","HasOpportunityLineIt (2 more) ...":false,"StageName":"Closed Won","Probability":100,"ForecastCategory":"Closed","IsClosed":true,"CloseDate":"2017-12-12T00:00:00.000Z","Name":"Insert Test 2","SystemModstamp":"2017-12-12T23:49:45.000Z","HasOpenActivity":false,"CreatedById":"0051I000000zlxUQAQ","OwnerId":"0051I000000zlxUQAQ","IsWon":true,"CreatedDate":"2017-12-12T23:49:45.000Z","HasOverdueTask":false,"Id":"0061I000005MylEQAS","ForecastCategoryName":"Closed","IsPrivate":false,"LastModifiedById":"0051I000000zlxUQAQ"}]|0x7c999194
15:49:45.0 (8278719)|HEAP_ALLOCATE|[46]|Bytes:5
15:49:45.0 (8283637)|STATEMENT_EXECUTE|[44]
15:49:45.0 (8284702)|STATEMENT_EXECUTE|[46]
15:49:45.0 (8335599)|HEAP_ALLOCATE|[46]|Bytes:4
15:49:45.0 (8358743)|SYSTEM_CONSTRUCTOR_ENTRY|[46]|<init>()
15:49:45.0 (8372686)|SYSTEM_CONSTRUCTOR_EXIT|[46]|<init>()
15:49:45.0 (8377160)|VARIABLE_SCOPE_BEGIN|[46]|contractsToInsert|List<Contract>|true|false
15:49:45.0 (8385892)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:49:45.0 (8392722)|VARIABLE_ASSIGNMENT|[46]|contractsToInsert|[]|0x6145d224
15:49:45.0 (8403541)|SYSTEM_METHOD_ENTRY|[48]|List<Opportunity>.iterator()
15:49:45.0 (8416338)|SYSTEM_METHOD_EXIT|[48]|List<Opportunity>.iterator()
15:49:45.0 (8423175)|SYSTEM_METHOD_ENTRY|[48]|system.ListIterator.hasNext()
15:49:45.0 (8430366)|HEAP_ALLOCATE|[48]|Bytes:5
15:49:45.0 (8435423)|SYSTEM_METHOD_EXIT|[48]|system.ListIterator.hasNext()
15:49:45.0 (8446821)|VARIABLE_SCOPE_BEGIN|[48]|opp|Opportunity|true|false
15:49:45.0 (8728237)|VARIABLE_ASSIGNMENT|[48]|opp|{"LastModifiedDate":"2017-12-12T23:49:45.000Z","IsDeleted":false,"AccountId":"0011I000007E0EoQAK","HasOpportunityLineIt (2 more) ...":false,"StageName":"Closed Won","Probability":100,"ForecastCategory":"Closed","IsClosed":true,"CloseDate":"2017-12-12T00:00:00.000Z","Name":"Insert Test 2","SystemModstamp":"2017-12-12T23:49:45.000Z","HasOpenActivity":false,"CreatedById":"0051I000000zlxUQAQ","OwnerId":"0051I000000zlxUQAQ","IsWon":true,"CreatedDate":"2017-12-12T23:49:45.000Z","HasOverdueTask":false,"Id":"0061I000005MylEQAS","ForecastCategoryName":"Closed","IsPrivate":false,"LastModifiedById":"0051I000000zlxUQAQ"}|0x5190b4c0
15:49:45.0 (8743426)|STATEMENT_EXECUTE|[48]
15:49:45.0 (8745342)|STATEMENT_EXECUTE|[49]
15:49:45.0 (8762539)|HEAP_ALLOCATE|[49]|Bytes:4
15:49:45.0 (8846559)|VARIABLE_SCOPE_BEGIN|[49]|contract|Contract|true|false
15:49:45.0 (8859438)|VARIABLE_ASSIGNMENT|[49]|contract|{}|0x35275c78
15:49:45.0 (8865941)|STATEMENT_EXECUTE|[51]
15:49:45.0 (8966209)|VARIABLE_ASSIGNMENT|[51]|this.AccountId|"0011I000007E0EoQAK"|0x35275c78
15:49:45.0 (8972701)|STATEMENT_EXECUTE|[52]
15:49:45.0 (8983617)|SYSTEM_METHOD_ENTRY|[52]|System.today()
15:49:45.0 (9009445)|HEAP_ALLOCATE|[52]|Bytes:4
15:49:45.0 (9016832)|SYSTEM_METHOD_EXIT|[52]|System.today()
15:49:45.0 (9060868)|VARIABLE_ASSIGNMENT|[52]|this.StartDate|"2017-12-12T00:00:00.000Z"|0x35275c78
15:49:45.0 (9066880)|STATEMENT_EXECUTE|[53]
15:49:45.0 (9089472)|VARIABLE_ASSIGNMENT|[53]|this.ContractTerm|12|0x35275c78
15:49:45.0 (9094631)|STATEMENT_EXECUTE|[55]
15:49:45.0 (9113429)|SYSTEM_METHOD_ENTRY|[55]|List<Contract>.add(Object)
15:49:45.0 (9128228)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
15:49:45.0 (9137786)|SYSTEM_METHOD_EXIT|[55]|List<Contract>.add(Object)
15:49:45.0 (9145424)|SYSTEM_METHOD_ENTRY|[48]|system.ListIterator.hasNext()
15:49:45.0 (9153250)|HEAP_ALLOCATE|[48]|Bytes:5
15:49:45.0 (9158903)|SYSTEM_METHOD_EXIT|[48]|system.ListIterator.hasNext()
15:49:45.0 (9167574)|VARIABLE_ASSIGNMENT|[48]|opp|null|
15:49:45.0 (9175192)|SYSTEM_METHOD_ENTRY|[58]|List<Contract>.size()
15:49:45.0 (9186105)|SYSTEM_METHOD_EXIT|[58]|List<Contract>.size()
15:49:45.0 (9190785)|STATEMENT_EXECUTE|[58]
15:49:45.0 (9191818)|STATEMENT_EXECUTE|[59]
15:49:45.0 (9194999)|HEAP_ALLOCATE|[59]|Bytes:20
15:49:45.0 (9211478)|SYSTEM_METHOD_ENTRY|[59]|String.valueOf(Object)
15:49:45.0 (9262476)|HEAP_ALLOCATE|[59]|Bytes:89
15:49:45.0 (9278049)|SYSTEM_METHOD_EXIT|[59]|String.valueOf(Object)
15:49:45.0 (9286256)|HEAP_ALLOCATE|[59]|Bytes:109
15:49:45.0 (9295441)|SYSTEM_METHOD_ENTRY|[59]|System.debug(ANY)
15:49:45.0 (9300220)|USER_DEBUG|[59]|DEBUG|Contracts To Insert (Contract:{AccountId=0011I000007E0EoQAK, StartDate=2017-12-12 00:00:00, ContractTerm=12})
15:49:45.0 (9305963)|SYSTEM_METHOD_EXIT|[59]|System.debug(ANY)
15:49:45.0 (9308872)|STATEMENT_EXECUTE|[60]
15:49:45.0 (9360376)|DML_BEGIN|[60]|Op:Insert|Type:Contract|Rows:1
15:49:45.0 (9374032)|LIMIT_USAGE|[60]|DML|1|150
15:49:45.0 (9386640)|LIMIT_USAGE|[60]|DML_ROWS|1|10000
15:49:45.0 (9402334)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
15:49:45.0 (28874849)|DML_END|[60]
15:49:45.0 (28913214)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
15:49:45.0 (28931583)|STATEMENT_EXECUTE|[61]
15:49:45.0 (28937541)|HEAP_ALLOCATE|[61]|Bytes:23
15:49:45.0 (28976094)|SYSTEM_METHOD_ENTRY|[61]|String.valueOf(Object)
15:49:45.0 (29035396)|HEAP_ALLOCATE|[61]|Bytes:112
15:49:45.0 (29052268)|SYSTEM_METHOD_EXIT|[61]|String.valueOf(Object)
15:49:45.0 (29063193)|HEAP_ALLOCATE|[61]|Bytes:135
15:49:45.0 (29076341)|SYSTEM_METHOD_ENTRY|[61]|System.debug(ANY)
15:49:45.0 (29083033)|USER_DEBUG|[61]|DEBUG|Contracts After Insert (Contract:{AccountId=0011I000007E0EoQAK, StartDate=2017-12-12 00:00:00, ContractTerm=12, Id=8001I000000HM9OQAW})
15:49:45.0 (29089531)|SYSTEM_METHOD_EXIT|[61]|System.debug(ANY)
15:49:45.0 (29100508)|METHOD_EXIT|[21]|01p1I00000FV94A|OpportunityTriggerHelper.createContracts(List<Opportunity>)
15:49:45.0 (29109581)|METHOD_EXIT|[4]|01p1I00000FV94A|OpportunityTriggerHelper.insertIsClosedWon(List<Opportunity>)
15:49:45.0 (29114557)|SYSTEM_MODE_EXIT|false
15:49:45.0 (29122810)|METHOD_EXIT|[4]|01p1I00000FV94A|OpportunityTriggerHelper.afterInsert(List<Opportunity>)
15:49:45.29 (29131179)|CUMULATIVE_LIMIT_USAGE
15:49:45.29 (29131179)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 0 out of 100
  Number of query rows: 0 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 1 out of 150
  Number of DML rows: 1 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

15:49:45.29 (29131179)|TOTAL_EMAIL_RECIPIENTS_QUEUED|0
15:49:45.29 (29131179)|STATIC_VARIABLE_LIST|
  char[]:DigitTens:0
  long:serialVersionUID:0
  long:serialVersionUID:0
  double:MAX_VALUE:0
  Boolean:FALSE:0
  String:_sfdcAdditionalCodeLocations:0
  long:serialVersionUID:0
  double:MIN_VALUE:0
  int:SIZE:0
  double:NEGATIVE_INFINITY:0
  int:MAX_VALUE:0
  String:_sfdcSuppressedCodeLocations:0
  char[]:digits:0
  double:NaN:0
  Boolean:TRUE:0
  int:MIN_VALUE:0
  char[]:DigitOnes:0
  int:BYTES:0
  int:MIN_EXPONENT:0
  int[]:sizeTable:0
  int:MAX_EXPONENT:0
  int:SIZE:0
  double:POSITIVE_INFINITY:0
  double:MIN_NORMAL:0
  int:BYTES:0

15:49:45.29 (29131179)|CUMULATIVE_LIMIT_USAGE_END

15:49:45.0 (30281163)|CODE_UNIT_FINISHED|OpportunityTrigger on Opportunity trigger event AfterInsert for [0061I000005MylE]
15:49:45.0 (31052334)|EXECUTION_FINISHED
15:49:45.65 (65402573)|CUMULATIVE_PROFILING_BEGIN
15:49:45.65 (65402573)|CUMULATIVE_PROFILING|No profiling information for SOQL operations
15:49:45.65 (65402573)|CUMULATIVE_PROFILING|No profiling information for SOSL operations
15:49:45.65 (65402573)|CUMULATIVE_PROFILING|DML operations|
Class.OpportunityTriggerHelper.createContracts: line 60, column 1: Insert: List<Contract>: executed 1 time in 20 ms

15:49:45.65 (65402573)|CUMULATIVE_PROFILING|method invocations|
External entry point: public void invoke(): executed 1 time in 28 ms
Trigger.OpportunityTrigger: line 4, column 1: public static void afterInsert(List<Opportunity>): executed 1 time in 24 ms
Class.OpportunityTriggerHelper.afterInsert: line 4, column 1: public static void insertIsClosedWon(List<Opportunity>): executed 1 time in 23 ms
Class.OpportunityTriggerHelper.insertIsClosedWon: line 21, column 1: public static void createContracts(List<Opportunity>): executed 1 time in 21 ms
Class.OpportunityTriggerHelper.insertIsClosedWon: line 11, column 1: public static String valueOf(Object): executed 2 times in 1 ms
Class.OpportunityTriggerHelper.insertIsClosedWon: line 20, column 1: public static String valueOf(Object): executed 2 times in 1 ms
Class.OpportunityTriggerHelper.insertIsClosedWon: line 12, column 1: global public List<Opportunity>(): executed 1 time in 0 ms
Class.OpportunityTriggerHelper.insertIsClosedWon: line 13, column 1: global public System.Iterator iterator(): executed 3 times in 0 ms
Class.OpportunityTriggerHelper.createContracts: line 46, column 1: global public List<Contract>(): executed 1 time in 0 ms
Class.OpportunityTriggerHelper.insertIsClosedWon: line 15, column 1: global public Object add(Object): executed 1 time in 0 ms
Class.OpportunityTriggerHelper.createContracts: line 48, column 1: global public System.Iterator iterator(): executed 3 times in 0 ms

15:49:45.65 (65402573)|CUMULATIVE_PROFILING_END
